A,B,C
40,84,3360
15,2,30
47,36,1692
15654,83,1299282
49,63,3087
894,8489,7589166
13,48,624
59,17,1003
96,47,4512
11,77,847
84,6,504
18,8,144
4,69,276
18,90,1620
24,94,2256
68,84,5712
27,50,1350
79,28,2212
4,-5,-20
21,31,651
22,8,176
86,25,2150
34,87,2958
99,2,198
28,14,392
51,23,1173
123,12,1476
16,96,1536
92,48,4416
73,11,803
8,48,384
83,3,249
81,50,4050
6,55,330
798,25,19950
42,39,1638
45,13,585
86,8,688
5,40,200
17,2,34
98,10,980
35,44,1540
1,1,1
21,91,1911
7,22,154
2,63,126
71,89,6319
88,94,8272
85,96,8160
49,53,2597
15,25,375
1,16,16
7,7,49
13,72,936
24,89,2136
25,34,850
58,60,3480
44,85,3740
64,33,2112
28,23,644
78,26,2028
37,35,1295
91,80,7280
,0,0
43,51,2193
73,88,6424
84,53,4452
25,51,1275
71,89,6319
66,80,5280
498,,0
24,9,216
100,12,1200
100,38,3800
5,86,430
414,18,7452
82,11,902
67,48,3216
78,80,6240
77,76,5852
28,74,2072
1,16,16
84,65,5460
68,73,4964
36,27,972
89786,14,1257004
15,95,1425
2,1,2
4,4984,19936
38,51,1938
33,33,1089
45,33,1485
3123,498,1555254
29,78,2262
93,42,3906
20,75,1500
57,14,798
43,67,2881
4,4,16
651,949,617799
48,17,816
94,9,846
39,94,3666
46,80,3680
29,36,1044
20,93,1860
4,0,0c
14,47,658
38,97,3686
60,21,1260
96,44,4224
38,69,2622
616,5,120b
43,44,1892
891,18,16038
7,99,693
78,41,3198
50,69,3450
20,15,300
67,21,1407
51,13,663
79,24,1896
4154,2,8308
59,55,3245
87,96,8352
6489,2,12978
97,49,4753
41,74,3034
798,8489,6774222
53,51,2703
32,37,1184
4,489,1956
31,43,1333
74,29,2146
5,20,100
28,51,1428
96,25,2400
96,65,6240
14,27,378
36,95,3420
25,77,1925
22,17,374
66,46,3036
14,17,238
21,465,9765
24,22,528
3,61,183
49,65,3185
24,10,240
90,35,3150
84848,16,1357568
22,35,770
41,67,2747
56,43,2408
55,30,1650
32,90,2880
18,18,324
91,44,4004
18,46,828
62,27,1674
18,24,432
54,88,4752
48,75,3600
38,22,836
48,51,2448
33,98,3234
48,28,1344
89,18,1602
64,26,1664
89,49,4361
45,88,3960
97,2,194
84,93,7812
-1,15,-15
71,32,2272
12,56,672
2,848,1696
26,34,884
38,32,1216
99,49,4851
66,51,3366
49,48,2352
8,2,16
77,64,4928
86,12,1032
56,18,1008
24,26,624
45,14,630
9,2,18
9848,4,39392
71,6,426
1,11,11
51,85,4335
91,65,5915
61,51,3111
77,7,539
66,29,1914
40,58,2320
24,45,1080
31,94,2914
65,14,910
39,100,3900
21,65454,1374534
44,72,3168
79,75,5925
71,92,6532
53,92,4876
72,12,864
75,14,1050
57,51,2907
75,86,6450
23,52,1196
80,39,3120
57,97,5529
8,49,392
5,15,75
83,53,4399
6859,17,116603
1,4,4
46,93,4278
8,141,1128
16,17,272
414,18,7452
12,24,408b
5,48,240
69,57,3933
61,26,1586
894894,4,3579576
4,165,660
48,8,384
4,4987,19948
62,33,2046
56,25,1400
80,55,4400
99,94,9306
33,55,1815
92,68,6256
3,44,132
15,14,210
6,514,3084
33,79,2607
20,10,200
22,70,1540
94,498,46812
39,8,312
75,42,3150
49,684,33516
4865,8494,41323310
52,81,4212
80,70,5600
83,22,1826
85,95,8075
25,37,925
13,85,1105
5,4984,24920
32,24,768
26,93,2418
82,43,3526
89,23,2047
21,50,1050
23,49,1127
23,25,575
42,29,1218
